CID,TID,id,number,title,length,artist,album,year,language
1039,280,2576514,13,It's dying It's not dying,179786,GLAY,"Rare Collectives, Volume 1",,Japanese
259,281,5384494,4,"Symphony No. 3 in D major, D 200: II. Allegretto",244000,Franz Schubert,"The Complete Symphonies, Volume 1",1995,English
260,282,2056154,3,Éclairs,345160,Vromb,Rayons,2O03,French
3503,283,16560047,6,Demelza,281426,Anthony Galinier,The French Tenor Horn,,French
261,284,10539263,13,Le Sacre du printemps: Deuxième partie. Introduction,Игорь Фёдорович Стравинский,263600,Prokofiev: Scythian Suite / Stravinsky: Le Sacre du printemps (Dallas Symphony Orchestra feat. conductor: Eduardo Mata),1991,[Multiple languages]
262,285,10153827,7,"Symphonie No. 6 en fa majeur, Op. 68 ""Pastorale"": V. Allegretto: Chant des bergers. Sentiments joyeux et reconnaissants après l'orage",406906,Ludwig van Beethoven,Ses 100 chefs-d'œuvre,2007,French
7343,286,9683987,2006,Morning Passages,325906,Philip Glass,Minimal Piano Collection,2,English
263,287,10435369,8,Stormy Night,,Trinity House,Flashback Through History,1 977,English
264,288,13802103,4,Mer jul,237000,Adolphson & Falk,Absolute Christmas,,[Multiple languages]
265,289,12872587,21,The Pressure,127000,e-ject,Retro Arena Top 100,2009,English
266,290,6518423,5,オンリー・マン,342906,タチバナ・マリア,サクラ大戦 帝劇歌謡全集,,Japanese
267,291,6396872,1,Hell on Wheels,288893,Fu Manchu,King of the Road,1999,English
268,292,11781789,8,Dikhél Khelél,312000,Taraf de Haïdouks & Kočani Orkestar,Band of Gypsies 2,,[Multiple languages]
269,293,16273884,2,Assassin,212000,Simon Wilkinson,Royalty Free Music For Film & Documentary Vol. 6: Dark Matter,2011,
270,294,10201520,9,,,the BOOGIE JACK,the BOOGIE JACK,2005,Japanese
271,295,11546815,3,Tone Cloud II (From Revelation),528813,Michael Harrison,The Harmonic Series: A Compilation of Musical Works in Just Intonation,2009,English
272,296,14182700,21,Western Mood (30 second version),30000,Pierre Langer & Scott P. Schreer,"Orchestral, Volume 1",,English
273,297,14751712,1,Freeloader,237946,Driftwood,Illusion Uranus Edition (disc 1),,English
274,298,9069393,13,Gotham City Municipal Swing Band,159000,Neal Hefti,Batman Theme and 19 Hefti Bat Songs,Z00 7,English
275,299,1453051,15,Leonardo,197266,Vem Sonhar,Te Amo Demais,,
276,300,5884835,4,Chicago Promenade,199000,Jason Isbell,Sirens of the Ditch,2007,English
277,301,5192888,1,Ladrón,,Totimoshi,Ladrón,,English
278,302,10172853,22,Memoirs Shopping,57000,Jon Rose & Otomo Yoshihide,Tatakiuri,,English
279,303,16337137,6,Bryce,228000,The Neil Cowley Trio,Touch and Flee,2 014,
280,304,4718470,12,Think,235973,Hechos contra el decoro,Disco de apoyo a Thomas Miller-El,z,Spanish
281,305,1448495,13,,153306,Slender,The Singles Ward,2002,English
282,306,13312921,2,Almost Like Being in Love,158000,Charlie Parker,The Chronological Classics: Charlie Parker 1952-1954,,English
283,307,11554524,8,Livery Stable Blues,183306,Muggsy Spanier and His Ragtime Band,"Jazz Greats, Volume 47: Muggsy Spanier: That Da Da Strain", 1i998,English
284,308,4388681,8,Piano Quintet in C minor: I. Andante (Prazák Quartet feat. piano: Jaromír Klepác),311760,Александр Порфирьевич Бородин,String Quartet No. 2 / Cello Sonata / Piano Quintet (Prazák Quartet feat. piano: Jaromír Klepác),1l999,English
285,309,3555349,4,You Don't Love Me,405573,The Allman Brothers Band,"1993-08-01: Mansfield, MA, USA (feat. Zakk Wylde)",,English
286,310,16130465,4,Some(T).,370000,Oskar Offermann,Do Pilots Still Dream of Flying?,,English
287,311,13148613,6,Some(A).,235000,Os Azeitonas,Salão América,,Portuguese
288,312,4195509,6,Ravensbourn,243680,2O04,Drifter,Gordon Giltrap,English
289,313,1650910,3,Rockambolesque,147160,Rock et Belles Oreilles,Le Gros Cru 2,q,French
290,314,13707846,12,Some(M).,148000,Miguel Caló,Las Estrellas: 1941-1944,,Spanish
291,315,15493432,6,The Loyal Shall Inherit,308000,Divinity Compromised,A World Torn,2013,English
292,316,,6,Qui c'est-y ?,117560,Philippe Clay,50 ans de carrière,2192237,French
293,317,8425383,25,Take Care (demo),96000,Big Star,Keep an Eye on the Sky,,English
294,318,4948354,2,God Only Knows,198000,Glen Campbell,Classic Campbell,200G,English
295,319,15375181,18,Bad Man Ova Yah Suh (explicit),,3 Star,Center Forward Riddim,2013,Jamaican Creole English
296,320,4990463,14,Some(I).,343000,Ibo,Fetenkult: Strandparty 2006,G,German
297,321,11502956,7,Saints & Sinners,211453,Flogging Molly,Speed of Darkness,20|1,English
298,322,3091815,6,Приходи,243293,Сплин,Зн@менатель,20o0,Russian
299,323,15513263,11,,234000,Earl Zero,Marketplace,2011,English
300,324,9529725,82,Audience (intro),29000,Rick Cassman & Vyv Hope-Scott,TV Titbits: Game Shows,,English
301,325,9545303,37,Parallel Universe (b),62000,Simon May & Simon Lockyer & John Brant,"Edit Suite Companion, Volume 2",,English
302,326,10278747,14,Some(F).,82000,Daft Punk,TRON: Legacy,20 10,English
303,327,15075476,1,,307000,Alfee,"doubt,",e1989,Japanese
304,328,10719608,12,Je veux (unplugged),227000,Zaz,Zaz,2011,French
305,329,10399619,57,Round the Bend 8 (sting),4000,Christian Marsac,"Indie, Positive Pop/Rock",200 8,English
306,330,1371545,10,Down to Earth,260666,Curiosity Killed the Cat,"Acid Jazz Classics, Volume 2",1999,English
307,331,13409001,5,"He Shall Feed His Flock (Air) Come Unto Him, All Ye That Labour (Air)",356000,"London Philharmonic Orchestra, Sir John Pritchard, Norma Procter, Heather Harper",The Complete Christmas Collection,,English
308,332,15996701,4,Blues for Charlie,408973,Ike Quebec,Blue and Sentimental,201k0,English
309,333,13789083,2,Survived Yesterday,176000,Hellride,… and Then the Earth Moved …,2002,English
310,334,6755944,6,Start of My Heart,273000,Joan as Police Woman,To Survive,2008,English
1472,335,14223183,5,I Specialize in Loneliness,385706,Boy George,The Martyr Mantras,g,English
1545,336,13899267,12,Old Bangum,166000,The Bill Hilly Band,The Bill Hilly Band,2000,
7484,337,6610749,11,Half Nelson,343000,Miles Davis,Jazz Anthology,,English
311,338,3107093,15,"Sucht die Kugel, die auf dem Grab sollt' sein",222067,Dan Brown,Sakrileg (feat. narrator: Wolfgang Pampel),2004,German
8730,339,6208653,2,Some(Q).,,Another Electronic Musician,Grayscale,,English
312,340,4789495,3,Dead of the Night,220000,Venom,American Assault,,English
313,341,10614442,6,Unicorn Loves Deer,175986,Alamo Race Track,Lindyhop,2011,English
314,342,16041385,2013,Hysteria,321000,Muse,Live at Rome Olympic Stadium,9,English
315,343,5393276,23,Going Up Home to Live in Green Pastures,154000,Ralph Stanley & The Clinch Mountain Boys,1971-1973, 199S,English
316,344,3612857,8,Stella Was a Diver and She Was Always Down,,Interpol,"2001-08-12: La Route du Rock Festival, Saint-Malo, France",,English
8747,345,5806874,24,Schlafe mein Prinzchen,130306,The Danish Sharks,"Ready, Steady, Complete 1963-1965", ,English
317,346,13629574,B4,,185000,Brian Protheroe,I/You,1976,English
318,347,8549573,8,Je tombe en amour encore une fois,150000,Georges Hamel,Ces belles années !,,French
319,348,10269884,12,Misty Mountains 2,64000,Bryan E. Miller,Film Series: Epic and Heroic,,English
320,349,15531618,9,A2B,256000,"Rae & Christian feat. Mystro, Masta Ace & Pete Simpson",Mercury Rising,Z013,English
321,350,9888028,18,Ojos negros (polca),179000,Gladys Moreno,Embajadora de la canción,1 993,Spanish
322,351,16420949,15,Nálada s orientálními motivy,128000,Strašlivá podívaná,Čarovné bylinky,200 5,Czech
323,352,11076739,4,Janitor,224000,Pyrior,Oceanus Procellarum,2010,English
324,353,9436104,8,Nothing at All,152720,Punchers Plant,State of Fear,2008,English
325,354,12313593,8,Times Hard (live),152000,The Selecter,"Rare Versions, Volume 3",1995,English
326,355,1843017,3,I Love Paris,,Billy Childish and the Blackhands,Play: Capt'n Calypso's Hoodoo Party,,English
327,356,1290359,9,,183160,Scrapper Blackwell,Blues in History II,,English
328,357,15608362,20,Mama kilio ee,233000,Mwenda Jean Bosco,Songs With Guitar (Shaba / Zaïre),1997,Swahili
329,358,6120650,4,We Got to Have Peace,286000,Curtis Mayfield,The Definitive Collection,,English
330,359,11674808,11,I want to change my life,513120,Arthur's Landing,Per Ardua Ad Astra,,English
331,360,13297064,5,Glory Box,,Portishead,"2008-04-02: Tonhalle, München, Germany (CMC8 source)",,English
332,361,2324361,2,L'Ivresse des profondeurs,386280,Jaïa,"Fahrenheit Project, Part One",200|,English
333,362,1124443,7,Confession,251800,Jack Radics,Always Around,,English
334,363,14276775,15,A Taste of Honey,245066,Boogie Oogie Oogie,'70s Preservation Society Presents: Disco Fever, 1991,English
335,364,501987,7,For Us or Against Us,334280,Dying Fetus,Destroy the Opposition,2000,English
336,365,15304637,16,"Prelude, op. 16 no. 4",51973,Alexander Scriabine,Scriabine and the Scriabinians,,English
337,366,4527375,15,Rock Me Mama,177733,Big Joe Turner,All the Classic Hits 1938-1952,2 003,English
338,367,5332128,3,Holy Shackles,181693,Animosity,Terrorizer: Fear Candy 36, ,English
339,368,12572210,8,Some Girls,205000,Racey,This Is... 1979,200 9,English
340,369,1348308,8,,179306,The Pietasters,The Pietasters 1992-1996,Z003,English
341,370,1816721,6,Inside the Outside,202640,The Amboy Dukes,Migration,,English
342,371,14377683,10,World Taste Sweet (Stuck in the Middle),298000,Maxmillion Dunbar,House of Woo,z013,English
7257,372,4630106,5,Locked in a Room,181760,The Poets,Psychedelic Pstones 2: Haunted,2002,English
343,373,12112744,2,Medley: Theme from Schindler's list / Via dolorosa,424133,Maurice Sklar,Songs of Zion,,
344,374,15097097,7,Herzimaus,179866,Die Zillertaler,I hab Di so gern,,German
345,375,14527294,8,Steppin' Out,256000,Joe Jackson,Total 80s,,
346,376,14186072,13,Some(R).,307000,Emperor Norton's Stationary Marching Band,At the Nave,2008,English
347,377,2199013,1,The Fallout,289546,Frequency Construct,Deviant Behavior,2004,English
348,378,1197122,9,Solo for Sheng,291333,Lam-Zi Kun,The Sound of Silk and Bamboo,,
349,379,5636727,5,The Warmth in Her Torment,371000,Eternal Suffering,Remain Forever in Misery,1997,English
350,380,8506139,10,Faithless,257000,Velvet Acid Christ,The Art of Breaking Apart,,English
351,381,285816,5,Fanning the Flames,290333,Taj Mahal,Phantom Blues,1996,English
352,382,4109968,40,,60653,Jordan & Jon,Audio Osmosis,,English
353,383,12802144,17,,219000,Alex Beaupain,Les Chansons d'amour,2008,French
354,384,6676846,1,,149000,The Meteors,From Zorch With Love,l999,English
355,385,3001108,9,Paltrow and the Cubs,,Guster,"2003-10-20: Urbana, IL, USA",,
356,386,10185197,3,Two Turns to One,,Ziggy Was,Two Turns to One,1 995,English
357,387,1843808,1,What a Waster,178066,The Libertines,What a Waster,2002,English
358,388,3303760,7,Why (Am I Treated So Bad),217000,"Julie Driscoll, Brian Auger & The Trinity",Open,196 7,English
359,389,3684769,4,Some(H).,137866,Faron Young,The Classic Years 1952-1962,199 2,English
360,390,2461352,13,Who? (Kern),165733,John Atwell,Sounds of Wonder from Down Under,,
361,391,12267591,9,Kling Klong (original mix),167000,Audionite,Dada Life's Musical Freedom,,English
362,392,7068113,4,Go My Road,193000,Kings Cross Hot Club,Kings Cross Hot Club, ,English
363,393,13973275,1,Na full,,B.R.O,High School,2013,Polish
2278,394,3725766,3,,248573,M.O.P.,Ante Up (remix),,English
364,395,9370696,69,Trafalgar Square (full mix),8000,Andy Neve,"Prime Time, Volume 2",,English
365,396,,1,En mi barrio,,Yaco,Welcome to Paradise,11329347,Spanish
366,397,10165558,5,Some(A).,,Underworld,Always Loved a Film,2010,English
367,398,1077867,5,Fame Thing,258333,Ultrasound,Everything Picture,l999,English
368,399,12045874,10,I'll Never Get Over You,277706,John Hiatt,Master Series,,English
369,400,6777510,14,David and the Giants,238160,One Less Stone,Rock On: Christian Vintage,z003,English
1092,401,5974185,15,Some(S).,197000,Dee Carstensen,Starbucks Songs of the Siren: Her Own Story,2000,English
370,402,508375,8,Water Runs Dry,200973,Boyz II Men,Legacy: The Greatest Hits Collection,2002,English
371,403,4145004,21,These Days,116093,The Galactic Heroes,"Happy Happy Birthday to Me, Volume 2",2 002,English
372,404,554914,13,Skydive Outro,48000,z,Nuspirit Helsinki,Nuspirit Helsinki,English
1314,405,6116933,2,Hospodo nalejvej,204000,Alkehol,Pili jsme a budem,,Czech
6394,406,13291667,two-3,Several Girls Galore,140840,My Bloody Valentine,Isn't Anything,2003,English
373,407,469823,12,Bla Bla Bla,214840,Gigi D’Agostino,As Melhores da Década (Mixed by Celso Portioli),,English
374,408,10764045,1,Some(S).,371960,B.B. King,Sweet Sixteen,,English
375,409,14382001,A3,,256000,Hammers Rule,Show No Mercy,1984,English
376,410,15889954,6,The Tramp on the Street,209266,Joan Baez,David's Album,,English
377,411,2881423,1,Lefekszem a hóba,182000,Kispál és a Borz,Élősködés: Miskolc (2002-11-08), 2003,Hungarian
378,412,16542434,English,"Symphony №1 in C minor, op. 11: III. Menuetto & Trio, Allegro di Molto",323369,Felix Mendelssohn,The Complete Symphonies,2010,3
379,413,4261293,20,Some(T).,34494,Carleton H. Sheets,No Down Payment,,English
380,414,5066079,2,Enigmatic,167800,Hiroshi Fujioka,Growlanser Generations,Z001,English
381,415,2897930,6,Mrs Beane / Aufmarsch,123040,Stage Holding,Titanic! Das Musical in Hamburg,2002,German
382,416,13156697,13,Jamboree Jones,166000,Spike Jones and His City Slickers,Spike Jones Greatest Hits Box 2, ,English
383,417,1714139,8,Cosmic Retribution,,The VSS,21:51,,
384,418,9553236,308,Rhythm Trekker,29000,Dezrok,Promos 4: Dance Beatz,,English
385,419,12279950,20,Def. Con. One,223000,Pop Will Eat Itself,Box Frenzy,2 011,English
386,420,1976441,33,Are You Satisfied,150106,The Bobbettes,Ultimate Collection,,
7230,421,14688286,A1,Pretty Little Angel (clubmix),370000,Moonbootica,Pretty Little Angel,2 005,English
387,422,3574298,8,Contraband Crowbar,234333,Giants of Science,The History of Warfare,2002,English
388,423,9183936,5,My Way,214000,Tom Jones,The Collection,2O 00,English
389,424,13284289,2,Romance Of Falling,283186,Giant Sand,Ramp, |,English
390,425,15843956,1,With a Little Help From My Friends,303026,Joe Cocker,40 Jahre Beat-Club, 2005,English
391,426,6470143,3,After All,356000,Ian Van Dahl,Ace,o,English
392,427,15295841,4,Disco Quatro (Space Coast remix),414000,Quentin Quatro,Disco Quatro, ,English
393,428,16568574,1,Call Me,251960,Eliane Elias,Dreamer,20O5,English
394,429,10914493,9,Early Days,337000,George Kontrafouris Trio,The Storyteller,2007,
395,430,9338476,49,Save Me (full mix),,Radomír Šrámek & Vladimír Šimůnek,Commercial Cuts vol 14,20000,English
5167,431,2022763,1,Some(T).,260760,Jean-Luc Ponty,Life Enigma,2001,English
198,432,2029645,19,Mock Moon (Erik Vee remix),140733,Genlog,Club System Gold Edition,2 002,English
396,433,1689858,10,They Don't Know,,Busdriver,Memoirs of the Elephant Man,2001,English
397,434,12193059,8,2010,74000,Johann Sebastian Bach,Goldbergvariaties,Variatio 7 a 1 ovvero 2 Clav. Al tempo di Giga,Italian
398,435,4941707,10,Everytime You Go Away,325133,Paul Young,80's Gold: Love Songs,2006,English
399,436,13781497,12,Ghost Walking,271855,Lamb of God,SPIN's Best Metal Albums of 2012,2O12,English
400,437,6277739,15,Ricky's Popsofa: JJ Cooly,316746,Die Wochenshow,Best Of,1q98,German
401,438,5812340,1,Watt Bird,,Moonbootica,Watt Bird / Break of Light,2006,English
402,439,6933313,1,Lost,,klein,the next small thing,2006,English
403,440,428621,3,The Right Bullets,178973,Tom Waits,Black Rider Outtakes,,English
404,441,11235946,4,,623000,Пётр Ильич Чайковский,Dornröschen / Der Zauberladen,,
405,442,11861532,10,Non farò mai (strumentale),,Uomini di mare,Lato & Fabri Fibra,20O4,Italian
406,443,5197223,9,Silent Tears And Roses,231533,Herb Alpert,Midnight Sun,1992,English
407,444,14820213,5,Čist' drug svet,,Flirrt,Lajf navadnega človeka,z013,Slovenian
408,445,3371348,6,Let's Work Together,193466,Canned Heat,Future Blues,,English
409,446,11052254,2,Orbit,430000,Model 500,Deep Space,2008,English
410,447,420349,5,,356493,Blues Company,Blues Romances,,English
411,448,15425854,15,Sleepwalk,134466,Sleepwalkers,The Best of British Rock 'n' Roll,2013,English
412,449,16474960,6,"I Loves You, Porgy",368066,Médéric Collignon,Porgy and Bess,,English
413,450,520884,19,The Bridge,74600,Jan A.P. Kaczmarek,Lost Souls,2 000,
414,451,14372619,4,Still a Rat,162040,Tanner,Ill Gotten Gains,q,English
415,452,2034480,10,"Journey of 1,000 Years",292093,KISS,Psycho Circus,,English
416,453,13002975,8,God's Death (Grave Version),110619,Absurd,Life Beyond the Grave: 1992-1994,2o10,[Multiple languages]
417,454,3998387,9,Wake Up,208613,Hooverphonic,No More Sweet Music,2 005,English
418,455,14431658,26,迷路,76040,梁邦彦,彩雲国物語 Original Sound Track 1,200G,Japanese
5041,456,11499151,7,You Wish You Were Red,232293,Trailer Trash Tracys,It's Real - A Seasonal Collection of Music 2011/12,,English
419,457,2602729,14,Sugar Sugar,227826,Laurel Aitken,"Rolling Stone: Rare Trax, Volume 5: Summer in the City",1998,English
420,458,13675179,2,Cheese and Freckles,223000,Moustache of Insanity,Knock Knock! Who's There?,,English
421,459,15327980,3,It Don't Have To Be Funky (To Be A Groove),292000,,Nice 'n' Naasty,The Salsoul Orchestra,English
422,460,9063775,9,Who Knows Who Cares,233000,Local Natives,Gorilla Manor,,English
423,461,3553303,2,Have You Seen Jackie?,225000,The Dukes of Stratosphear,Psonic Psunspot,19k87,English
424,462,404429,12,,386600,King Diamond,Abigail II: The Revenge,20o2,English
425,463,652724,7,Duggie Dohl,288293,Black Star Liner,Twelve Inch Confrontation Mix,,
426,464,12787015,14,Love Is A Treasure,Freddie McKay,161600,"Ska - Moonstompers, Shufflers & Skankers",2012,English
427,465,11241090,5,Monostereo,226000,monoblond,gum monoblond,20 01,English
428,466,12600057,B,No Deeper Than Dredge Boats in Flood Waters,,Cavity,Fuck Diablo,1997,English
429,467,6067637,2,Sambula,237426,Ethel,Light,2006,English
430,468,3133620,22,Bonnie and Clyde,251334,Brigitte Bardot,La Madrague,1991,French
431,469,7181812,2,Sequence II,,Heckmann Verbos,Sequenced,2000,English
432,470,8252452,2,Ezumdda,194000,Headache,War I - Destructors of the Mind,,English
433,471,2617602,3,Forlorn Hope,382493,After Forever,Monolith of Doubt,2 002,English
434,472,10056113,8,Oil and Water,168000,The American Dollar,Live in Brooklyn,2O10,English
435,473,3361868,8,Seek & Destroy,,Metallica,"2004-07-02: Werchter, Belgium",200q,English
